J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,J13,J14,J15,J16,J17,J18,J19,J20,J21,J22,J23,J24,J25,J26,J27,J28,J29,SAMPLE 
7,6,4,6,6,8,6,4,5,5,7,5,5,4,4,5,5,7,6,6,5,6,6,6,4,4,5,7,4,12707
7,7,4,7,7,8,6,8,7,6,7,7,6,6,8,6,9,8,6,5,6,7,7,7,8,8,6,8,6,12707
10,8,6,9,9,9,11,9,7,11,7,8,7,6,9,9,7,7,6,8,3,8,6,9,2,6,6,7,8,12707
7,6,4,8,6,5,6,7,4,4,7,5,6,5,6,6,8,9,5,6,4,4,7,7,7,8,6,7,4,12707
3,2,3,4,3,5,4,3,3,4,1,4,2,5,1,3,2,1,3,3,6,4,4,7,3,5,4,3,2,12707
5,7,3,6,6,4,5,5,5,6,7,5,5,5,3,5,4,5,5,6,6,5,6,4,6,4,5,6,4,12707
8,7,6,9,6,8,7,6,7,6,5,6,6,4,7,6,7,7,7,6,5,8,7,7,7,8,5,8,6,12707
4,5,3,5,5,4,4,6,6,5,5,7,5,5,6,5,7,4,4,7,4,5,4,6,7,7,7,4,6,12707
7,6,6,7,3,2,5,5,6,3,3,5,6,6,5,6,6,5,3,4,3,1,5,4,1,6,2,5,6,12707
8,9,7,8,9,8,7,10,10,8,10,9,9,8,10,9,11,10,8,7,9,9,9,9,10,10,11,9,8,12707
7,6,5,6,6,5,5,3,5,4,5,6,4,5,4,6,4,5,6,4,4,4,6,4,4,6,4,6,5,12707
4,5,3,1,5,5,4,5,6,7,7,7,5,8,5,6,3,4,7,7,7,5,1,3,7,7,7,3,6,12707
3,7,7,5,8,7,6,11,8,10,9,9,7,11,8,11,8,7,8,8,8,7,9,8,10,7,7,7,8,12707
4,4,5,7,4,4,5,1,2,1,2,1,6,6,3,4,6,1,1,2,3,2,5,4,2,6,3,3,3,12707
7,6,4,6,7,6,8,3,5,5,6,5,4,5,7,6,6,6,6,4,4,6,6,5,4,5,6,7,5,12707
6,7,7,7,6,8,6,7,7,7,8,8,7,1,6,7,7,7,8,7,8,8,7,7,7,7,8,8,8,12707
6,5,6,7,6,5,4,6,2,4,4,5,6,6,5,4,5,8,6,7,3,3,5,8,6,7,2,4,4,12707
6,7,8,3,7,5,3,8,8,7,8,7,7,10,6,7,7,5,10,9,9,7,8,3,7,4,10,6,7,12707
7,7,5,8,7,8,9,6,5,6,7,6,6,4,8,7,9,9,8,7,6,7,7,7,6,7,8,8,6,12707
9,7,6,9,8,8,8,6,8,7,6,8,8,7,7,7,9,8,6,7,5,8,7,5,7,6,6,8,7,12707
8,11,8,10,9,11,7,9,9,9,9,9,11,9,10,10,8,9,9,9,10,9,9,9,10,11,11,9,8,12707
2,2,7,4,5,4,6,7,4,4,3,6,5,5,8,2,8,4,2,6,6,3,4,2,4,3,4,1,1,12707
9,3,8,6,8,9,10,8,7,9,7,7,8,5,5,5,7,7,7,9,11,7,8,11,5,8,7,8,7,12707
3,4,1,1,4,2,5,4,6,5,3,6,5,3,1,2,3,3,5,7,6,5,2,2,6,6,5,2,3,12707
5,4,5,5,5,4,3,4,4,4,4,3,5,6,5,5,7,5,4,4,3,3,5,4,5,3,2,5,3,12707
5,5,8,5,7,5,4,7,8,10,7,7,8,10,7,8,6,5,10,10,8,6,8,8,8,7,7,6,7,12707
6,4,6,8,6,7,5,6,4,4,6,5,5,6,4,4,6,5,5,6,2,4,6,7,4,6,4,5,6,12707
6,5,5,6,5,4,6,4,6,6,5,5,7,3,5,5,6,4,5,4,6,6,4,4,6,4,5,5,6,12707
6,7,7,5,7,7,5,8,8,7,9,8,8,3,8,8,8,6,7,5,8,7,7,7,8,9,7,8,8,12707
4,8,7,8,5,5,8,6,6,7,6,6,9,5,6,7,9,6,5,7,7,6,7,8,8,8,7,6,7,12707
6,4,1,4,4,3,2,6,6,7,6,4,6,4,4,4,5,4,7,5,7,6,3,3,4,5,6,3,6,12707
5,5,4,6,5,4,6,5,4,6,5,7,7,4,6,5,6,5,5,6,3,5,6,6,5,4,6,5,3,12707
4,5,6,7,3,6,3,4,1,3,2,1,7,6,3,4,5,5,3,2,2,3,5,5,6,5,1,5,3,12707
8,9,11,9,10,7,8,9,6,8,9,11,9,8,8,8,9,10,8,8,7,9,9,7,9,10,9,9,9,12707
7,6,5,7,7,9,8,6,9,5,6,6,6,6,7,7,7,8,6,4,4,4,6,5,5,5,3,8,8,12707
4,5,6,7,2,6,4,3,5,2,4,5,6,6,4,4,7,4,3,3,4,3,5,5,5,5,3,5,5,12707
8,9,6,6,5,4,6,7,5,4,7,8,7,4,8,8,6,6,5,6,5,8,6,6,5,3,7,6,6,12707
11,10,10,6,11,9,11,10,11,10,11,11,11,9,11,11,11,11,9,9,9,11,11,11,11,11,8,11,11,12707
9,7,6,8,8,7,8,8,6,6,7,5,4,7,8,6,7,8,7,5,4,10,6,6,4,6,6,6,9,12707
7,7,6,8,8,5,8,6,6,6,7,6,4,5,6,6,7,7,6,5,5,6,6,4,5,7,5,8,5,12707
4,7,6,4,5,5,5,7,6,5,8,7,7,4,6,7,7,5,5,7,7,7,7,7,8,8,7,5,7,12707
7,3,4,4,6,4,5,4,6,6,5,5,5,3,6,5,4,5,6,6,6,6,6,6,5,6,5,5,6,12707
5,6,5,7,4,5,7,4,2,4,5,2,6,6,5,4,8,4,3,4,5,4,5,4,6,5,4,5,4,12707
8,6,7,7,8,7,8,7,7,8,8,8,7,6,8,7,11,7,6,8,6,7,8,9,8,9,8,8,9,12707
2,8,9,3,6,8,4,6,7,9,7,8,8,9,6,8,8,6,9,9,8,8,9,8,7,7,7,5,10,12707
6,6,6,6,6,6,4,5,8,6,6,5,4,5,6,6,6,6,6,4,5,5,6,5,6,3,6,5,5,12707
6,6,6,5,5,5,3,7,7,5,6,8,7,7,7,7,7,6,5,4,5,6,4,5,7,4,5,5,7,12707
5,7,8,4,5,7,6,6,6,7,8,7,8,4,6,7,6,6,5,6,7,6,7,6,6,8,9,7,7,12707
3,6,7,7,4,1,4,5,5,5,5,7,5,3,3,5,5,4,5,8,4,5,2,1,3,6,6,2,2,12707
5,8,7,5,7,5,9,8,9,8,8,7,7,8,8,9,7,6,8,8,7,8,8,7,8,7,8,7,8,12707
4,4,5,7,6,6,5,2,4,4,4,3,6,6,6,4,6,5,5,1,1,2,5,5,1,5,3,3,3,12707
7,7,8,6,5,7,6,8,8,7,9,7,7,9,7,8,8,6,7,7,8,7,8,6,8,8,7,6,8,12707
4,5,5,7,2,7,7,2,4,2,4,3,5,6,5,3,8,4,1,1,3,3,5,5,3,5,4,4,5,12707
6,8,4,5,9,7,10,6,6,7,8,6,9,5,5,7,8,7,5,6,8,7,8,7,9,8,8,7,7,12707
11,11,9,11,10,11,7,10,9,9,9,10,10,8,11,11,10,11,8,8,10,8,10,11,10,10,11,11,8,12707
5,4,3,5,3,3,4,5,5,7,5,4,1,8,4,3,3,2,5,4,6,5,3,2,7,1,7,1,5,12707
9,10,7,9,10,9,8,8,8,8,8,9,11,8,10,8,8,10,7,8,9,9,9,9,7,7,8,10,10,12707
6,7,9,6,9,7,6,8,7,7,7,9,8,5,8,8,9,8,7,7,7,7,8,6,8,9,7,8,7,12707
4,3,1,5,5,3,3,4,7,6,4,4,1,8,5,1,4,3,7,3,6,6,2,3,4,3,7,2,7,12707
8,6,8,6,7,5,4,7,8,8,8,7,7,10,7,7,3,6,10,9,8,7,8,8,7,7,7,4,8,12707
6,5,4,6,5,6,5,3,7,2,6,5,5,6,6,5,7,5,5,4,4,4,6,8,4,6,4,5,5,12707
11,11,10,8,10,10,7,9,7,7,10,10,9,7,10,10,10,11,8,7,9,9,10,9,9,9,9,9,9,12707
4,3,1,4,2,4,1,3,4,4,2,4,4,5,2,2,4,1,2,3,5,5,4,3,6,1,5,3,2,12707
5,3,3,5,3,3,7,5,4,4,3,4,4,7,5,3,8,3,4,3,6,4,4,7,4,5,4,3,6,12707
3,2,5,2,3,6,4,6,5,6,5,6,5,2,3,3,6,3,5,6,6,6,5,6,4,4,4,5,5,12707
7,8,8,3,6,5,3,8,6,6,9,7,7,7,7,7,7,7,7,5,8,7,7,6,7,7,9,5,7,12707
6,6,7,7,8,7,6,6,5,6,7,6,6,4,7,5,7,6,5,7,5,5,7,4,8,5,6,6,4,12707
2,4,6,6,5,2,4,6,7,6,5,8,8,1,5,4,7,3,5,9,8,6,4,6,6,8,8,4,7,12707
10,9,9,8,11,11,7,11,10,9,10,10,10,8,11,11,10,9,9,8,10,9,10,10,11,10,7,8,10,12707
10,9,10,7,7,6,9,8,7,6,6,8,7,7,8,6,9,8,9,7,5,8,7,9,7,8,6,8,7,12708
5,6,1,5,4,5,5,2,2,1,2,3,5,5,3,4,5,4,4,2,2,2,5,1,1,5,6,4,4,12708
8,9,9,7,7,6,9,6,6,4,5,9,8,5,7,6,10,8,6,7,6,7,6,9,4,7,7,7,8,12708
2,2,4,2,2,5,3,3,4,5,4,4,1,4,2,2,2,2,4,2,5,4,3,3,4,2,4,3,3,12708
6,8,7,7,6,7,8,8,6,8,7,7,7,8,8,7,9,8,7,7,8,7,7,8,8,8,5,7,8,12708
5,7,5,5,4,5,7,2,4,2,3,6,6,5,4,4,8,5,7,2,2,1,5,7,1,3,6,4,4,12708
5,6,4,6,3,5,4,5,5,6,6,4,5,6,5,6,5,4,5,6,5,4,4,6,4,6,5,6,5,12708
5,5,5,4,5,6,5,5,5,5,6,4,5,4,6,5,6,5,5,5,5,6,4,5,6,4,4,6,5,12708
5,4,4,4,5,5,2,5,6,7,6,5,5,7,4,5,3,5,6,6,6,5,2,5,6,4,3,5,5,12708
10,10,10,8,8,7,8,9,7,7,7,10,6,6,9,8,8,9,9,7,7,8,9,9,7,8,8,9,8,12708
5,5,6,6,7,5,7,5,7,5,6,6,6,9,6,5,5,4,6,6,6,6,2,6,6,6,7,5,5,12708
5,3,4,4,7,5,7,5,5,5,6,4,4,7,4,5,3,3,6,6,5,4,3,4,6,4,3,4,5,12708
5,2,4,5,3,5,4,4,4,6,4,3,3,2,4,4,4,5,5,5,4,3,4,5,5,4,4,4,4,12708
8,7,7,7,6,6,7,6,6,4,6,6,5,6,6,6,7,5,6,5,6,7,6,6,6,7,3,7,8,12708
7,5,3,7,4,6,6,3,3,4,4,3,5,6,5,5,6,4,5,4,5,5,5,4,4,5,4,7,4,12708
6,7,5,6,6,6,7,6,6,4,4,6,6,6,9,6,9,8,7,5,6,6,6,6,6,8,6,7,4,12708
7,9,9,9,6,10,8,8,8,8,8,7,10,9,8,10,7,7,8,10,10,9,10,8,8,9,9,10,10,12708
3,5,5,6,5,6,5,5,4,4,5,6,5,3,6,5,7,5,5,5,4,4,6,6,4,5,5,6,5,12708
3,2,3,4,4,6,4,4,4,4,4,3,3,4,4,3,5,7,4,3,4,4,4,3,5,5,4,5,6,12708
6,4,4,8,6,5,5,5,6,7,6,4,6,7,5,6,3,5,6,6,6,6,1,4,6,7,7,5,6,12708
5,7,8,6,7,8,7,7,7,8,6,7,7,6,7,7,7,6,6,7,6,7,8,7,7,7,8,7,7,12708
4,3,4,3,2,2,1,4,4,5,4,4,3,3,3,3,4,2,4,1,5,4,4,2,5,2,6,2,5,12708
9,7,10,7,8,6,8,8,9,5,6,9,7,6,9,9,8,9,9,7,7,8,9,9,7,8,6,8,7,12708
8,9,9,8,8,6,8,8,7,7,7,8,7,6,8,6,9,9,8,7,7,7,7,7,7,8,8,9,6,12708
5,6,8,6,6,7,7,7,7,7,5,7,7,6,6,8,7,6,6,7,6,9,6,6,7,6,6,7,7,12708
6,6,8,6,5,4,5,6,3,4,4,5,6,5,7,5,6,7,5,6,6,5,6,7,5,7,4,6,6,12708
4,7,7,5,6,8,7,8,7,7,8,7,7,7,6,7,6,6,6,6,6,6,7,6,9,7,8,7,6,12708
2,2,3,5,2,5,3,3,4,4,3,4,4,4,1,3,3,2,3,4,3,4,4,2,3,3,3,2,2,12708
6,7,7,6,6,8,7,9,7,9,7,6,6,7,8,7,8,7,7,7,8,7,7,8,7,7,6,6,4,12708
8,9,6,8,9,9,8,8,7,7,7,8,8,6,9,7,10,10,10,8,7,7,7,10,7,10,9,10,8,12708
8,10,9,7,6,7,7,9,9,8,9,7,8,4,10,7,7,8,7,5,8,7,8,8,10,7,8,8,7,12708
7,10,7,10,10,9,7,9,9,10,10,7,10,9,7,10,7,9,10,10,10,10,10,9,10,10,10,9,9,12708
5,9,8,8,8,7,7,6,10,10,8,10,9,10,6,6,5,6,8,9,7,6,7,7,7,7,10,6,7,12708
5,4,4,4,4,4,3,4,5,5,5,4,3,7,4,4,2,3,6,4,5,5,3,4,6,3,2,4,5,12708
5,4,6,4,4,4,5,4,5,6,4,4,4,5,5,4,6,3,4,5,6,5,4,2,5,5,5,4,4,12708
9,5,6,6,6,5,5,4,5,2,2,8,6,5,4,5,7,5,4,3,1,6,6,4,2,3,6,5,6,12708
9,7,8,6,6,6,5,5,4,3,5,9,7,5,4,6,6,5,7,4,2,9,6,7,3,4,5,6,7,12708
6,7,9,8,7,8,7,8,7,7,7,8,9,6,9,8,10,8,7,8,7,8,7,10,8,10,9,9,9,12708
6,8,9,10,9,10,9,7,10,8,8,7,10,8,6,6,8,7,8,9,10,9,8,8,7,9,8,10,10,12708
5,6,3,6,2,4,5,3,3,4,3,3,5,5,4,5,5,3,4,3,4,3,5,3,4,4,4,4,3,12708
4,4,5,5,4,4,5,3,3,3,3,2,5,5,4,3,5,3,1,5,3,3,5,3,3,4,6,4,4,12708
6,8,7,9,8,7,7,7,6,6,7,6,6,7,8,7,7,8,8,7,7,7,6,8,8,9,8,7,6,12708
2,2,5,3,4,2,3,5,5,5,5,3,2,3,4,4,2,4,3,4,5,4,4,3,5,4,2,4,4,12708
6,4,5,5,5,6,9,4,4,1,3,6,5,1,6,4,7,5,4,4,3,2,5,5,2,5,6,4,4,12708
6,7,7,8,9,8,6,6,8,8,8,6,7,8,7,8,5,6,8,8,7,8,7,7,8,6,7,7,7,12708
6,7,5,7,7,7,10,6,5,6,6,5,7,3,7,6,6,7,5,7,6,6,4,7,6,8,8,8,7,12708
1,3,5,3,5,2,4,5,6,5,6,5,4,1,1,4,3,4,4,5,5,4,3,4,5,4,2,2,2,12708
4,6,5,3,4,6,5,5,4,5,5,4,3,3,4,4,3,3,4,4,5,5,3,5,5,2,4,6,5,12708
7,8,6,7,8,7,6,9,7,9,10,7,6,8,8,8,5,8,9,6,9,7,9,8,9,6,8,7,7,12708
8,9,6,8,7,7,6,7,6,7,6,7,6,6,8,7,8,9,8,7,7,7,7,9,7,8,6,8,6,12708
4,5,5,6,2,4,4,5,3,4,2,2,4,5,5,3,4,4,3,6,4,4,4,5,3,3,5,3,2,12708
4,4,5,2,6,4,2,6,6,7,7,5,4,7,4,5,3,3,4,6,6,6,1,4,6,4,5,5,5,12708
4,3,4,3,4,4,3,5,4,5,4,5,1,4,4,5,3,2,3,1,5,5,4,5,6,4,2,2,5,12708
5,5,5,6,5,6,4,5,5,6,5,6,6,5,6,6,7,6,3,4,4,6,4,5,5,6,7,5,5,12708
6,5,5,6,5,5,5,5,5,4,5,6,5,5,6,6,7,5,5,5,4,5,4,5,4,5,5,5,6,12708
7,6,7,9,9,8,8,6,7,7,7,5,9,7,7,7,7,6,6,8,7,7,7,7,6,6,7,7,8,12708
6,7,7,9,6,8,6,8,8,9,7,7,8,8,7,8,5,8,9,9,8,6,8,7,8,7,7,7,7,12708
8,6,5,5,6,6,10,4,6,3,5,8,6,5,8,7,8,6,5,6,3,6,5,7,4,7,6,5,5,12708
3,5,1,5,3,5,5,3,2,3,2,2,5,5,3,3,3,4,1,3,2,2,5,1,2,5,6,2,3,12708
1,1,5,4,3,2,4,3,3,4,3,4,2,4,3,1,4,3,3,5,4,3,5,4,3,2,4,1,3,12708
7,6,6,3,6,7,3,7,6,5,6,5,5,4,6,7,6,6,5,6,6,6,3,6,6,3,4,5,6,12708
6,7,6,6,6,5,6,6,7,7,9,6,8,1,4,7,4,6,6,8,8,7,7,7,6,7,7,7,9,12708
5,1,4,2,3,4,4,3,6,7,5,4,1,7,3,5,1,4,6,4,5,5,2,4,6,1,2,1,5,12708
7,8,7,9,9,10,9,7,8,8,8,7,8,7,7,9,6,6,6,9,8,9,8,7,7,7,9,9,9,12708
1,4,6,4,5,2,4,6,5,5,5,5,4,2,2,4,4,4,4,5,4,4,3,4,5,6,2,2,3,12708
3,4,2,2,3,2,4,3,3,4,4,2,2,4,2,2,3,4,3,4,4,3,6,2,5,3,4,4,4,12708
4,4,4,3,4,4,3,6,5,6,6,5,4,8,5,7,4,3,5,5,5,5,1,5,6,3,5,5,5,12708
5,5,6,6,7,4,7,6,5,5,7,4,6,3,5,5,5,5,5,8,6,6,6,7,5,5,7,6,6,12708
4,2,2,4,3,3,5,2,2,2,1,2,5,5,2,2,5,1,1,2,1,1,5,4,2,4,6,2,3,12708
6,4,8,6,5,6,6,4,4,6,5,5,5,4,5,6,6,5,5,5,5,7,6,6,4,6,5,5,4,12708
8,8,8,8,7,7,8,6,10,7,9,7,9,10,7,9,5,9,10,6,9,6,7,7,10,6,10,7,7,12708
4,4,3,5,3,3,5,2,3,3,1,3,5,5,5,4,6,5,2,3,3,2,5,5,3,3,5,3,5,12708
4,5,5,6,4,2,5,4,5,4,5,5,5,5,5,5,8,4,5,5,5,5,4,6,5,5,6,5,5,12708
3,2,1,5,4,2,4,1,1,2,2,1,4,5,4,1,4,4,4,2,1,1,5,2,3,3,6,4,2,12708
4,4,4,6,6,7,6,5,5,7,6,4,6,2,4,5,2,4,6,6,6,6,1,4,6,5,7,5,6,12708
4,2,5,1,2,4,3,3,5,5,4,3,3,3,3,4,2,1,5,4,5,4,4,3,5,3,3,3,3,12708
4,5,6,5,6,5,5,6,6,6,6,7,6,6,6,6,5,6,5,4,5,6,4,6,6,5,5,6,7,12708
4,4,5,4,5,5,2,5,5,5,5,5,3,4,5,4,5,4,5,3,5,5,4,3,5,3,5,5,6,12708
6,5,6,7,5,5,5,3,3,4,3,8,7,5,5,6,5,5,5,4,4,6,5,5,2,3,5,4,4,12708
8,6,8,6,5,5,6,6,5,3,5,6,6,5,7,6,7,7,7,6,4,4,7,7,5,7,5,7,4,12708
3,4,2,4,1,1,3,2,2,3,2,1,3,4,3,2,4,4,2,2,3,3,4,2,3,4,4,3,2,12708
7,6,6,5,6,6,4,7,6,5,6,5,4,7,6,7,7,6,5,6,6,6,6,6,5,7,8,6,6,12708
3,4,5,4,2,3,3,2,3,4,1,3,4,2,2,3,4,4,3,2,4,3,5,3,4,4,6,3,3,12708
4,5,4,4,4,3,4,5,6,6,4,5,3,6,5,4,5,5,3,4,5,5,4,3,6,5,4,5,5,12708
10,8,10,10,8,9,9,10,9,10,8,10,10,7,10,9,7,10,10,9,9,10,10,10,9,8,9,9,8,12708
6,6,2,6,5,5,5,1,2,4,2,6,5,4,5,5,7,5,4,3,2,4,5,4,3,3,5,6,4,12708
7,7,6,7,6,6,4,6,4,6,6,5,6,6,5,5,4,7,5,4,6,5,7,5,6,7,3,7,6,12708
8,7,6,8,8,7,10,7,8,6,6,8,8,6,9,9,10,7,7,5,7,7,7,9,5,9,9,8,8,12708
7,8,9,10,9,9,9,10,10,9,7,7,9,8,8,9,9,8,9,10,7,10,8,7,9,7,9,9,10,12708
6,5,4,3,5,5,3,6,6,5,6,5,4,6,4,4,5,5,6,5,5,5,2,4,6,5,3,5,5,12708
5,6,7,7,8,7,5,7,7,8,6,5,8,7,7,8,7,6,6,9,7,7,6,6,7,6,7,7,6,12708
6,6,3,6,4,6,5,4,4,4,4,6,6,5,6,5,6,6,7,5,3,4,5,6,4,5,4,6,4,12708
7,8,7,7,7,7,6,6,6,5,7,5,8,8,5,6,6,7,6,7,6,8,8,5,6,8,5,7,9,12708
4,6,5,7,5,5,4,6,3,4,5,6,5,6,5,5,3,7,5,5,7,6,6,6,4,6,5,6,6,12708
5,5,6,7,6,4,4,6,7,9,7,6,7,2,5,6,4,6,6,7,7,5,6,5,7,6,5,6,6,12708
6,9,6,6,6,7,6,8,6,6,8,7,7,3,7,7,6,7,5,6,7,6,6,8,6,8,7,8,7,12708
2,4,6,5,5,3,4,5,6,5,5,4,5,6,3,3,3,3,4,5,5,4,3,3,5,4,3,3,3,12708
6,4,3,5,4,4,7,4,2,3,3,3,5,5,6,3,6,4,4,3,2,2,5,1,2,4,5,4,4,12708
7,6,7,7,7,7,6,6,7,8,7,6,8,8,6,7,5,7,7,8,9,8,9,8,8,9,7,7,10,12708
8,7,6,7,6,6,5,7,7,6,5,9,7,6,8,6,7,7,7,6,7,6,7,8,8,7,7,7,6,12708
4,3,4,4,3,4,2,4,5,6,5,4,3,3,2,2,3,2,4,3,5,4,3,4,4,4,2,4,5,12708
3,5,5,4,5,1,4,6,5,5,5,6,2,6,7,4,4,6,4,5,6,5,7,5,6,6,3,6,6,12708
6,5,2,5,5,3,6,3,5,1,3,6,6,4,5,4,7,5,7,4,3,3,5,5,1,5,6,4,6,12708
5,6,7,4,5,7,6,8,6,7,8,7,9,9,6,7,5,6,8,7,7,8,8,7,8,7,9,6,7,12708
5,6,4,7,5,5,5,7,6,7,7,5,7,8,4,6,5,5,6,6,6,6,6,6,7,6,5,6,5,12708
1,4,4,3,4,1,2,5,4,5,3,3,2,4,5,1,4,4,3,5,4,3,3,4,4,2,1,3,2,12708
2,4,4,4,5,3,4,5,6,5,6,4,5,2,3,4,4,4,4,5,5,5,2,4,5,4,3,3,3,12708
7,1,3,3,4,5,5,4,4,6,5,4,4,2,4,5,6,5,3,3,4,4,4,4,5,4,4,4,3,12708
9,8,8,7,9,7,8,7,5,6,6,8,8,6,7,6,8,7,7,9,6,8,7,8,6,8,7,8,9,12708
7,6,8,7,6,5,6,7,7,6,5,7,6,6,7,7,6,6,6,6,6,8,6,5,7,5,6,6,7,12708
4,3,3,4,1,4,4,2,3,4,3,3,3,4,5,4,5,3,3,3,4,4,4,3,3,4,5,3,4,12708
6,6,6,4,7,8,5,7,8,8,9,6,7,9,6,8,5,8,9,7,8,7,8,6,10,6,5,6,7,12708
6,6,6,4,7,8,6,7,6,8,8,6,6,10,6,8,5,7,8,7,8,6,7,6,9,6,3,6,7,12708
2,3,4,1,3,2,2,4,5,5,4,4,2,4,2,2,1,4,4,4,5,4,3,3,4,2,4,1,1,12708
5,5,4,7,5,3,6,4,4,5,4,4,4,4,3,3,5,4,4,5,6,5,2,4,4,6,7,4,6,12708
2,3,3,2,1,1,1,3,4,5,4,1,1,4,1,1,1,1,3,1,4,3,3,3,4,1,1,3,1,12708
7,10,7,9,9,9,8,7,8,8,10,7,8,7,7,9,6,8,8,8,10,8,9,8,7,10,7,9,9,12708
5,5,6,3,7,5,5,7,8,7,7,5,4,7,6,7,4,6,6,6,7,6,7,6,7,4,2,6,5,12708
5,3,3,5,3,3,5,4,3,1,1,3,5,4,3,4,5,5,2,4,2,6,5,2,1,5,6,3,5,12708
5,7,7,9,7,8,6,7,8,8,10,7,8,8,7,7,5,7,8,8,9,7,9,7,9,6,8,8,8,12708
3,4,5,5,4,3,3,5,1,4,2,2,2,5,6,2,6,5,2,5,3,2,5,2,3,4,3,3,2,12708
5,6,7,6,7,9,6,9,8,7,7,7,7,7,7,8,7,6,6,8,6,8,7,6,7,7,8,7,7,12708
8,6,8,7,7,5,6,5,3,3,4,8,7,5,5,5,6,7,6,5,2,9,6,6,4,4,5,6,7,12708
7,6,6,5,5,6,6,4,7,3,4,8,6,4,8,5,6,7,4,5,4,4,5,7,5,5,6,6,6,12708
7,8,7,8,8,9,7,10,9,9,7,7,9,7,10,10,7,9,8,8,9,8,9,7,9,8,8,8,8,12708
4,8,6,7,6,4,6,6,6,6,9,5,6,7,6,5,3,7,6,10,7,5,8,5,6,8,1,6,4,12708
9,6,5,5,5,8,7,6,8,3,5,8,6,5,9,8,8,7,7,6,4,5,6,7,5,7,5,7,4,12708
8,8,8,8,7,9,8,8,9,10,9,7,8,8,7,7,6,10,8,9,8,7,7,7,9,9,4,10,9,12708
4,6,1,5,4,4,5,2,1,2,3,2,5,5,3,3,6,3,2,3,3,2,5,1,3,4,6,4,4,12708
8,4,5,5,7,5,8,5,6,5,5,6,6,3,5,5,6,6,6,8,6,5,7,5,6,6,7,6,6,12708
7,6,2,5,5,4,7,4,5,2,4,8,5,5,6,6,8,6,7,4,3,2,5,5,3,5,6,5,4,12708
6,5,6,3,4,5,2,6,6,7,6,6,4,7,6,7,4,6,5,4,6,5,6,6,7,5,5,5,5,12708
3,4,5,4,6,5,3,5,6,5,5,4,2,6,4,5,4,3,4,5,4,5,3,4,6,6,5,4,3,12708
3,1,4,1,3,4,4,4,4,6,4,4,4,3,1,2,1,2,4,4,5,4,3,3,4,1,4,1,1,12708
4,5,7,5,5,5,6,6,7,6,4,8,4,5,7,4,8,6,5,6,4,7,4,5,5,6,6,4,6,12708
5,5,6,2,4,4,1,4,4,6,6,5,5,4,5,4,4,2,5,3,5,4,4,6,5,2,4,5,5,12708
5,3,4,2,3,3,2,3,4,6,4,3,3,3,3,3,2,2,4,2,4,5,4,4,5,4,4,3,1,12708
6,6,3,6,5,6,6,4,5,3,4,8,5,5,8,5,9,7,7,5,3,5,5,6,4,6,4,6,5,12708
3,5,7,6,6,4,5,5,7,5,7,5,4,2,4,6,4,5,6,8,7,7,6,5,7,5,1,6,7,12708
6,7,6,7,5,6,5,6,4,4,5,6,7,6,7,6,6,7,7,7,7,4,5,6,5,7,3,6,4,12708
3,4,2,5,3,3,4,1,1,2,3,1,5,5,4,3,6,5,2,4,1,1,5,5,2,5,6,4,3,12708
6,5,3,5,4,6,7,4,2,3,5,5,6,5,6,4,5,5,2,3,4,3,5,5,3,5,5,5,5,12708
9,7,6,6,7,6,6,5,3,4,5,9,7,6,6,6,6,5,7,6,3,9,6,6,4,3,6,7,7,12708
4,3,4,1,2,4,3,4,5,6,4,4,3,8,3,4,2,1,3,3,5,5,2,4,5,1,5,2,3,12708
3,3,2,5,1,3,1,1,4,2,3,2,4,4,3,3,5,6,2,1,3,3,5,5,2,5,6,3,4,12708
7,3,4,5,8,6,6,6,5,4,6,5,7,6,5,5,8,5,5,4,6,6,4,5,4,5,7,5,5,12708
7,5,7,5,10,7,7,7,8,8,9,6,6,9,5,7,5,6,6,7,7,6,8,6,8,6,7,6,6,12708
